Adj Close,SMA_14,EMA_14,RSI,MACD,USD_JPY,VIX,Monthly_Return,Price_Change
-0.7143688809059152,-0.9999716943979757,-0.9996107153620586,0.105703257124522,-0.22281942871482707,-0.7143688809059152,-0.6103331458530267,-0.07110092015389209,-0.18949719350104616
-0.7270257728387679,-0.9998565687587887,-0.9995857589552078,0.036366633358364764,-0.22264165841379702,-0.7270257728387679,-0.6304555047927676,-0.20969412235730683,-0.3746783907428841
-0.707191604225303,-0.9997435838983619,-0.9995815175290559,-0.04327035325777295,-0.22255756889038594,-0.707191604225303,-0.6179469805589314,-0.22423284774337066,-0.3235587333119483
-0.7160175197475467,-0.999666040810182,-0.9995704522727198,-0.015348783683304168,-0.22245448983872534,-0.7160175197475467,-0.5891230666036658,-0.09687082278639242,-0.16777904607440433
-0.7346636768438484,-0.9995958711846962,-0.9995769451176872,-0.09176773624882495,-0.22242613663687824,-0.7346636768438484,-0.5923861756671671,-0.21847720717612484,-0.34192298125324283
-0.7405556367973896,-0.9995271291420268,-0.9996003946702601,-0.17318967715931421,-0.2224632065557495,-0.7405556367973896,-0.6095173556208117,-0.22914135395313603,-0.2970046604508727
-0.736724660386781,-0.999461003058526,-0.9995781183820991,-0.0001718703983280001,-0.22232347826569626,-0.736724660386781,-0.6500340035776984,0.09336898806826488,-0.09312179993819614
-0.7565588290002454,-0.9994108142758245,-0.9995140405613676,0.14817237534672545,-0.22203864061641723,-0.7565588290002454,-0.6331747537014588,0.09377230244104887,0.05814231012111887
-0.7565588290002454,-0.9993782272013456,-0.9994884994470502,0.009157765423436937,-0.2219250286528434,-0.7565588290002454,-0.6445955576256749,-0.2816726870465396,-0.41045683717844184
-0.7439502196905603,-0.9993827467318688,-0.9995015729951514,-0.13605010114134353,-0.22196651409679818,-0.7439502196905603,-0.6475866847464121,-0.31269062704788375,-0.5276092548126092
-0.7552736972640681,-0.9994379309910987,-0.9995502857541598,-0.271002502027442,-0.22213722905966382,-0.7552736972640681,-0.6573759600715571,-0.33109204469917924,-0.3734084031740075
-0.7671305035831351,-0.9994545811475766,-0.9995920685958785,-0.2692244736358187,-0.22226477369870573,-0.7671305035831351,-0.6464990163021509,-0.13299385085440368,-0.3104717271664212
-0.7537218086596642,-0.9994828867070679,-0.999653057205491,-0.35597201921125343,-0.2224520247503449,-0.7537218086596642,-0.6402447282525534,-0.2707193940315097,-0.4111706184223275
-0.7667425776797576,-0.9995566242262656,-0.9997550333664621,-0.5052912188503963,-0.22277562880996954,-0.7667425776797576,-0.5581237638945188,-0.41173289831461996,-0.4766692603361425
-0.7713011232739544,-0.999644395517441,-0.9998564531259236,-0.5410021092248286,-0.22306645014370988,-0.7713011232739544,-0.5488783487241841,-0.21337229075251515,-0.28700958038886565
-0.7494302049245873,-0.9997069536221636,-0.9999130532273572,-0.3955780695494977,-0.22316123544029157,-0.7494302049245873,-0.5350102259686818,0.05502416715916017,-0.17127337310612128
-0.747829848706123,-0.9997490553208953,-0.9999421111359147,-0.30921805810080083,-0.22314392850814913,-0.747829848706123,-0.5388171433216341,-0.018509069901503902,-0.10902223213615846
-0.7680277094159349,-0.9997863995161014,-0.9999512112233291,-0.2418416154752454,-0.2230537356691877,-0.7680277094159349,-0.5869476778497845,-0.043675218445744374,-0.15708939278414652
-0.7610444881824581,-0.9998239820671083,-0.9999756162818456,-0.3022867612971396,-0.2230302905080649,-0.7610444881824581,-0.5798776514333309,-0.22772596938013745,-0.4741602230976798
-0.7648027631719763,-0.9998513360323215,-0.9999958975670492,-0.29829612620549706,-0.22299389967142205,-0.7648027631719763,-0.5295717281512993,-0.130409321440089,-0.1359227463834633
-0.7671305035831351,-0.9998946272983339,-1.0,-0.23480541580638659,-0.22290029302783462,-0.7671305035831351,-0.5554045149858277,-0.05858924152285999,-0.07087002252243643
-0.7618932264011975,-0.9999379181815479,-0.9999587830380222,-0.04698185713650349,-0.22264501454858587,-0.7618932264011975,-0.5507818074006603,0.11561093332694317,0.11461765721272188
-0.7720527412736793,-0.9999869177797672,-0.9999634870350111,-0.21461088928823657,-0.22258695424674513,-0.7720527412736793,-0.5018355345056538,-0.35038876393356183,-0.23420898299900775
-0.7954026618154657,-1.0,-0.9999371359526631,-0.09681181937819927,-0.22241713799257806,-0.7954026618154657,-0.5225017017348457,0.03431108894400464,0.01771198791812756
-0.7831336957859909,-0.9999961940907525,-0.9999208185579381,-0.123935000016834,-0.22230089751548782,-0.7831336957859909,-0.504282801471581,-0.17045180373781676,-0.2613530070450415
-0.7913291623436609,-0.9999938156792548,-0.9999088506078038,-0.13341695824121946,-0.22221158229804136,-0.7913291623436609,-0.5836845687862833,-0.14715532424502595,-0.23381156035451353
-0.7633237609795565,-0.9999738352192692,-0.9998910884088666,-0.1015039498704966,-0.22210834956616413,-0.7633237609795565,-0.5086336308447024,-0.09520627151507083,-0.16559319352729363
-0.7868192693544183,-0.9999362527107953,-0.999892647080151,-0.18159863775999918,-0.22208709763486886,-0.7868192693544183,-0.5401767937086592,-0.22671943889657925,-0.27429282676030003
-0.796324101455296,-0.9998684618796057,-0.9998518342771721,-0.0028407932487457543,-0.22190760274655794,-0.796324101455296,-0.5989123419288106,0.09637619880820264,0.04020855562843234
-0.7898501601512415,-0.9998032873903829,-0.9997899473808683,0.09327286681092395,-0.22166512574195935,-0.7898501601512415,-0.6179469805589314,0.0034570542534942406,-0.011313881599725628
-0.7936569027548197,-0.9997492926984337,-0.9997367470312208,0.0909522339439206,-0.22147760163214422,-0.7936569027548197,-0.6690686940731781,-0.13758204840782134,-0.1656244255391086
-0.7873525980999774,-0.9994574351222809,-0.9996051502854836,-0.1739167610373653,-0.2216167640963595,-0.7873525980999774,-0.6581917503037721,-0.006883294713601579,-0.17238396776593579
-0.7920565465363554,-0.9994576727550182,-0.9995991924923227,-0.09539818919721288,-0.22160253097352733,-0.7920565465363554,-0.635622020667386,-0.03580436522722476,-0.17938793809109724
-0.7930506875972765,-0.9994457793790024,-0.9995562118381738,0.047160472077281135,-0.2214504320209493,-0.7930506875972765,-0.6339904920683148,0.061855887659857556,-0.1137644582175003
-0.8023374154348817,-0.9994155710562864,-0.9994937508635158,0.13093949545018346,-0.2212395444301311,-0.8023374154348817,-0.6163154519598603,-0.009233773523066952,0.009513885190408744
-0.8053925400387354,-0.999409862341281,-0.999507862510144,-0.1620464603673506,-0.22133708614787423,-0.8053925400387354,-0.6040788578034291,-0.46780421191002464,-0.6600427593505578
-0.8101449560891743,-0.9994127166987837,-0.9995118341065228,-0.13175879071907204,-0.22138694498910064,-0.8101449560891743,-0.6367097409770062,-0.09204728811955568,-0.24492172507925988
-0.8158915132005342,-0.9994158090292891,-0.9994983235796878,-0.06951769805545838,-0.2213661230899355,-0.8158915132005342,-0.6087015653885965,-0.047259042899129466,-0.050812993304772014
-0.811769546114669,-0.9994362650950146,-0.9994809633901488,-0.04862080393495205,-0.2213327392623139,-0.811769546114669,-0.656832099916747,-0.10654480728091774,-0.2270051645889
-0.8193587975147953,-0.9994476825250254,-0.9994946068630814,-0.17168609788186462,-0.22141926693524483,-0.8193587975147953,-0.6641740564106057,-0.2808113620034443,-0.392457973998568
-0.8247658963368383,-0.999442925404298,-0.9995077352327396,-0.1771720273408619,-0.22149558596118007,-0.8247658963368383,-0.6622705977341294,-0.14219480773030066,-0.2599309748786677
-0.8389990956720179,-0.9994579107705539,-0.9995191131531102,-0.17717202734086213,-0.2215581242236208,-0.8389990956720179,-0.6853841356599666,-0.1353707049739269,-0.21833625449024663
-0.8525774272447004,-0.9994705177253121,-0.999537233136613,-0.21610817354766576,-0.22164026839945625,-0.8525774272447004,-0.732970810033307,-0.17865497972344668,-0.2781398377391452
-0.8460550183265856,-0.9994617170200668,-0.9995529371223155,-0.21610817354766576,-0.22170572172306346,-0.8460550183265856,-0.733786548400163,-0.1353707049739269,-0.2062370018242946
-0.8535473344985911,-0.9994384065968385,-0.9995535068233046,-0.1455061542487599,-0.22170822364264242,-0.8535473344985911,-0.7299796310472106,-0.0663870920479786,-0.24794857027983463
-0.853110940981153,-0.999422945667376,-0.9995448723012854,-0.0969196154635259,-0.22167611485246133,-0.853110940981153,-0.7079538134309936,-0.08778762271211896,-0.29109560660479467
-0.861063884477627,-0.9994227080346386,-0.9995465173117452,-0.15082222475858953,-0.22168603515336163,-0.861063884477627,-0.7310672994914718,-0.18247222548382752,-0.3207366369869772
-0.863294689660665,-0.9994505379458569,-0.9995614176683693,-0.22840921135579761,-0.22174514591954192,-0.863294689660665,-0.7294357708924006,-0.2056104491652139,-0.3047081503239929
-0.8676591798077262,-0.9994964452135711,-0.9995821556249302,-0.2725104003696668,-0.22182083534453123,-0.8676591798077262,-0.6875595244138478,-0.17678164184713968,-0.26372035431088353
-0.8593181254169813,-0.9994907364985657,-0.9995740476029831,-0.11340292101860094,-0.22178091625400834,-0.8593181254169813,-0.7104010803969208,0.003904297927973921,-0.06978725549573564
-0.8711264641219876,-0.9994871685623206,-0.9995626743103401,-0.0885358225245434,-0.22173275869056988,-0.8711264641219876,-0.7245411332298282,-0.1128351461359018,-0.17682226994804526
-0.8651858515634923,-0.9994935908560684,-0.9995541214831661,-0.09736237472672027,-0.22169998253980175,-0.8651858515634923,-0.7378653958305204,-0.14209943632265484,-0.20651783499753898
